513346	534,168,171,84,296,173,891,460,365,333,450,6,478,195,835,94,11,669,51,376
946428	84,168,4256,6,582,683,501,5185,378,173,879,28178,621,1336,77,714,11,159,885,1
1255059	815,226,167,177,2865,3496,621,365,170,794,1692,14175,308,13717,84,27103,37150,2007,3287,622
1599687	1,2,56,765,897,1828,815,3621,173,331,1150,1151,237
1119099	3308,173,3520,1940,84,128,815,43,488,79,60,270,72,50,1159,168,92,562,166,2131
608491	154,153,634,5713,6,501,173,168,171,534,11,1385,11690,1282,2971,4462,262,9612,2153,25787
74620	173,168,72,43,6,84,79,50,128,77,25,94,64,166,10,71,92,190,393,97
1924907	79,173,53,194,1972,84,166,193,287737,12974,2984,226,998,155,5711,2490,5600,11423,880,51
1173544	173,128,84,260,43,77,87,193,53,72,1247,50,86,39,24205,2419,464,1,2,63928
11165	5360,72,64,80,280,9066,79,173,224473,11737,77,446,226,201,1418,2217,498,2824,221,300
946299	226,84,815,154,173,168,2865,167,171,794,92,619,1652,43,622,153,333,621,1259,155
2092762	226,2131,237,1652,263,334,6,1259,84,39,448,1673,621,1725,1688,1945,412,170,168,1903
1617622	22836,1306,1553,575,84,72,1111,166,24,10953,36,50,746,43,2131,748,4992,4025,231,470
57256	168,173,84,72,79,365,39,128,6,51,333,171,25,154,166,10,50,300,891,43
340223	173,79,168,583,72,43,11249,84,60,50,39,51,5255,1643,128,446,3991,6,64,365
1369888	1,2,166,15407,424,378,173,7754,26881,13350,332,3847,435992,79,12750,39,9893,515,262,2944
1203322	167,168,14175,226,84,378,315,43,243,3469,166,464,1688,515,27103,171,621,159,1669,92
1571792	64,1,2,1385,336,29849,9211,72,19610,52,1673,12949,6,16961,3078,315,565,3504,884,158
1226866	171,170,214,5564,6259,168,208005,1555,1,2,256243,298,256,861,191,109620,1316,2131,84,3
1177501	168,885,3469,467,166,226,173,794,128,6,237,2995,534,72,1019,460,1783,621,376,2491
875402	173,155,6,84,159,208,166,146,120,195,571,43,270,1446,79,10200,334,169,136,168
129339	128,64,79,72,84,173,1369,300,166,6323,1071,891,746,1899,180,554,50,140,653,69
